사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
2021년 2월,8호선,531,몽촌토성(평화의문),101894 ,106430 ,20951 ,19952 
2021년 2월,8호선,532,잠실(송파구청),279135 ,318433 ,44653 ,42344 
2021년 2월,8호선,533,석촌,136099 ,162496 ,33101 ,34873 
2021년 2월,8호선,534,송파,132523 ,135263 ,35923 ,36061 
2021년 2월,8호선,535,가락시장,129485 ,145963 ,46593 ,47964 
2021년 2월,8호선,536,문정,406966 ,426124 ,39165 ,39332 
2021년 2월,8호선,537,장지,325771 ,317632 ,50593 ,48165 
2021년 2월,8호선,538,복정,192854 ,166551 ,30565 ,28137 
2021년 2월,8호선,539,산성,120579 ,118663 ,26902 ,29649 
2021년 2월,8호선,540,남한산성입구(성남법원.검찰청),235978 ,214634 ,56623 ,54997 
2021년 2월,8호선,541,단대오거리,180480 ,174960 ,48529 ,46973 
2021년 2월,8호선,542,신흥,75373 ,82373 ,27737 ,28738 
2021년 2월,8호선,543,수진,86092 ,76667 ,29554 ,29324 
2021년 2월,8호선,544,모란,65184 ,50682 ,36171 ,27227 
2021년 2월,9호선,602,개화,43987 ,31278 ,8146 ,6670 
2021년 2월,9호선,603,김포공항,174271 ,266696 ,12411 ,15244 
2021년 2월,9호선,604,공항시장,46231 ,50863 ,16814 ,18572 
2021년 2월,9호선,605,신방화,114273 ,111501 ,30449 ,30309 
2021년 2월,9호선,606,마곡나루(서울식물원),217545 ,217815 ,19664 ,19220 
2021년 2월,9호선,607,양천향교,166441 ,170574 ,30556 ,30580 
2021년 2월,9호선,608,가양,348492 ,342183 ,88667 ,85866 
2021년 2월,9호선,609,증미,126451 ,126871 ,29698 ,30316 
2021년 2월,9호선,610,등촌,182322 ,181790 ,54352 ,55312 
2021년 2월,9호선,611,염창,318623 ,314421 ,47008 ,46911 
2021년 2월,9호선,612,신목동,68404 ,62198 ,13156 ,12079 
2021년 2월,9호선,613,선유도,142087 ,137969 ,17637 ,16746 
2021년 2월,9호선,614,당산,341456 ,342376 ,43576 ,39522 
2021년 2월,9호선,615,국회의사당,282688 ,281175 ,31443 ,27201 
2021년 2월,9호선,616,여의도,487278 ,462147 ,30668 ,28246 
2021년 2월,9호선,617,샛강,103628 ,106384 ,16654 ,16476 
2021년 2월,9호선,618,노량진,482622 ,478537 ,61753 ,62165 
2021년 2월,9호선,619,노들,74558 ,63953 ,20877 ,19503 
2021년 2월,9호선,620,흑석(중앙대입구),129401 ,137480 ,34805 ,35197 
2021년 2월,9호선,621,동작(현충원),31598 ,24367 ,7361 ,6320 
2021년 2월,9호선,622,구반포,45441 ,47568 ,14649 ,14879 
2021년 2월,9호선,623,신반포,54594 ,53758 ,12669 ,12419 
2021년 2월,9호선,624,고속터미널,239655 ,328091 ,36351 ,40617 
2021년 2월,9호선,625,사평,55794 ,55543 ,11685 ,11633 
2021년 2월,9호선,626,신논현,665644 ,655722 ,42738 ,39534 
2021년 2월,공항철도 1호선,640,서울역,139599 ,130955 ,20700 ,19186 
2021년 2월,공항철도 1호선,641,공덕,41510 ,55724 ,4854 ,5719 
2021년 2월,공항철도 1호선,642,홍대입구,206228 ,202321 ,11919 ,11345 
2021년 2월,공항철도 1호선,643,디지털미디어시티,260002 ,232832 ,15584 ,14735 
2021년 2월,공항철도 1호선,644,마곡나루(서울식물원),138528 ,133730 ,7659 ,7766 
2021년 2월,공항철도 1호선,645,김포공항,260993 ,146287 ,14688 ,9664 
2021년 2월,공항철도 1호선,646,계양,177220 ,165340 ,17057 ,16261 
2021년 2월,공항철도 1호선,647,검암,138168 ,134282 ,11669 ,11981 
2021년 2월,공항철도 1호선,648,청라국제도시,129802 ,122042 ,7737 ,7415 
2021년 2월,공항철도 1호선,649,운서,122316 ,124152 ,16903 ,16634 
2021년 2월,공항철도 1호선,650,공항화물청사,42584 ,46582 ,6307 ,6253 
2021년 2월,공항철도 1호선,651,인천공항1터미널,75477 ,78478 ,9727 ,9814 
2021년 2월,공항철도 1호선,652,인천공항2터미널,42622 ,39628 ,4700 ,4547 
2021년 2월,공항철도 1호선,653,영종,52976 ,54187 ,12311 ,12389 
2021년 2월,9호선2~3단계,627,언주,193652 ,194973 ,18217 ,18106 
2021년 2월,9호선2~3단계,628,선정릉,178980 ,193062 ,15177 ,15870 
2021년 2월,9호선2~3단계,629,삼성중앙,126028 ,131056 ,14671 ,14531 
2021년 2월,9호선2~3단계,630,봉은사,300301 ,301678 ,28670 ,27025 
2021년 2월,9호선2~3단계,631,종합운동장,79972 ,77848 ,11290 ,10517 
2021년 2월,9호선2~3단계,632,삼전,124350 ,121311 ,22935 ,22298 
2021년 2월,9호선2~3단계,633,석촌고분,106731 ,106844 ,21554 ,21426 
2021년 2월,9호선2~3단계,634,석촌,152405 ,134489 ,21072 ,18309 
2021년 2월,9호선2~3단계,635,송파나루,88560 ,95579 ,16335 ,16796 
2021년 2월,9호선2~3단계,636,한성백제,43294 ,39342 ,10214 ,8891 
2021년 2월,9호선2~3단계,637,올림픽공원(한국체대),102094 ,100372 ,14488 ,14045 
2021년 2월,9호선2~3단계,638,둔촌오륜,18552 ,16488 ,3807 ,3875 
2021년 2월,9호선2~3단계,639,중앙보훈병원,142574 ,122008 ,50759 ,50183 
2021년 2월,우이신설선,697,북한산우이,38933 ,35042 ,24372 ,25708 
2021년 2월,우이신설선,698,솔밭공원,32551 ,30387 ,19492 ,20246 
2021년 2월,우이신설선,699,4.19민주묘지,37162 ,36092 ,24158 ,21816 
2021년 2월,우이신설선,700,가오리,55616 ,54395 ,31527 ,32120 
2021년 2월,우이신설선,701,화계,44520 ,40763 ,28196 ,28138 
2021년 2월,우이신설선,702,삼양,25449 ,26600 ,18784 ,20625 
2021년 2월,우이신설선,703,삼양사거리,28098 ,29155 ,24248 ,24868 
2021년 2월,우이신설선,704,솔샘,96388 ,87878 ,25061 ,26203 
2021년 2월,우이신설선,705,북한산보국문,99297 ,94108 ,29398 ,30008 
2021년 2월,우이신설선,706,정릉,66727 ,61108 ,31221 ,29739 
2021년 2월,우이신설선,707,성신여대입구(돈암),51467 ,60736 ,19863 ,19243 
2021년 2월,우이신설선,708,보문,22103 ,22538 ,10439 ,10576 
2021년 2월,우이신설선,709,신설동,28319 ,28999 ,18242 ,15989 
