사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
44228 ,경부선,264 ,병점,1962 ,30 ,4773 ,2602 ,16840 ,7619 ,33318 ,16098 ,26191 ,18334 ,15790 ,9140 ,14532 ,8385 ,15607 ,10473 ,16161 ,10846 ,15614 ,12163 ,14974 ,12910 ,16318 ,13641 ,18624 ,18359 ,23955 ,23014 ,24273 ,32902 ,13196 ,32261 ,9893 ,21849 ,9654 ,21641 ,5540 ,16782 ,1587 ,7933 ,24 ,3167 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경부선,265 ,세마,193 ,0 ,1246 ,368 ,3585 ,1137 ,6593 ,2676 ,5139 ,5649 ,3980 ,1554 ,2943 ,1238 ,2924 ,1661 ,2983 ,1970 ,3122 ,2062 ,2877 ,2150 ,2809 ,1650 ,3065 ,3069 ,3685 ,3997 ,5065 ,5385 ,2017 ,5535 ,1578 ,3816 ,1345 ,3896 ,687 ,2956 ,309 ,1175 ,17 ,74 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경부선,266 ,오산대,63 ,0 ,1843 ,333 ,4399 ,1453 ,7650 ,2784 ,5582 ,4692 ,3840 ,1928 ,3125 ,2068 ,3359 ,2144 ,3245 ,2307 ,3784 ,3660 ,3482 ,3076 ,3489 ,2487 ,4424 ,3610 ,4253 ,5047 ,5672 ,7634 ,2719 ,5711 ,2440 ,3990 ,2359 ,4173 ,1318 ,2958 ,540 ,1513 ,39 ,81 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경부선,267 ,오산,116 ,2 ,4277 ,1231 ,10465 ,7140 ,15221 ,18270 ,14183 ,15499 ,11447 ,9395 ,11065 ,7423 ,12200 ,7757 ,13759 ,10245 ,12661 ,11400 ,12329 ,10289 ,12630 ,11677 ,14422 ,14633 ,19304 ,16540 ,21468 ,21086 ,11942 ,17624 ,9506 ,14121 ,7550 ,12346 ,4138 ,7730 ,1245 ,4044 ,106 ,243 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경부선,268 ,진위,10 ,1 ,357 ,201 ,1019 ,1574 ,1619 ,5350 ,1508 ,5848 ,1387 ,1097 ,983 ,1003 ,1137 ,814 ,1442 ,722 ,1320 ,951 ,1406 ,833 ,1568 ,830 ,1791 ,1259 ,4885 ,1184 ,6920 ,1670 ,2326 ,1612 ,1463 ,1020 ,1206 ,1282 ,500 ,1112 ,181 ,478 ,10 ,18 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경부선,269 ,송탄,52 ,5 ,4763 ,442 ,5635 ,2088 ,9313 ,3956 ,6789 ,4545 ,5491 ,3342 ,5296 ,2779 ,5633 ,3313 ,5731 ,3840 ,5943 ,4193 ,5204 ,4485 ,5509 ,5305 ,5673 ,5613 ,6167 ,8036 ,7126 ,8403 ,3939 ,9115 ,2857 ,6279 ,2628 ,6810 ,1601 ,6312 ,470 ,2482 ,22 ,301 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경부선,270 ,서정리,11 ,0 ,2154 ,4579 ,6218 ,4036 ,8811 ,8120 ,7950 ,9059 ,6182 ,4709 ,6892 ,4231 ,7246 ,4149 ,8485 ,5827 ,7309 ,6466 ,7846 ,5932 ,7852 ,6800 ,9456 ,8770 ,15031 ,10488 ,13370 ,10240 ,6933 ,10832 ,5658 ,7673 ,4090 ,7022 ,1765 ,6289 ,618 ,3308 ,13 ,280 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경부선,271 ,지제,0 ,0 ,734 ,1980 ,2102 ,5676 ,4859 ,7032 ,3795 ,5337 ,2401 ,2175 ,2284 ,1566 ,2572 ,2149 ,3517 ,2426 ,2325 ,2113 ,2949 ,2251 ,4012 ,2600 ,4109 ,2842 ,8055 ,2921 ,6851 ,4728 ,4247 ,3617 ,2708 ,3026 ,2497 ,2863 ,1902 ,2414 ,609 ,1184 ,1 ,30 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경부선,272 ,평택,25 ,0 ,4500 ,1793 ,9987 ,5223 ,17831 ,10821 ,15888 ,15869 ,14168 ,13334 ,14529 ,11803 ,14579 ,15410 ,15508 ,15383 ,16870 ,17480 ,16577 ,17981 ,17134 ,17122 ,19350 ,20447 ,22267 ,22503 ,21778 ,24701 ,15834 ,17815 ,15786 ,15226 ,11830 ,12247 ,7148 ,9074 ,2573 ,5309 ,19 ,807 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경부선,273 ,성환,13 ,0 ,1126 ,252 ,2094 ,1265 ,3344 ,6461 ,3856 ,7386 ,3909 ,2848 ,3934 ,3043 ,3697 ,3204 ,4198 ,4306 ,4944 ,3760 ,4879 ,3758 ,4795 ,3770 ,5926 ,4199 ,8139 ,4614 ,6309 ,5391 ,2904 ,3812 ,2542 ,3261 ,1602 ,3625 ,715 ,2709 ,341 ,1645 ,43 ,305 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경부선,274 ,직산,10 ,1 ,352 ,150 ,896 ,586 ,1160 ,1532 ,877 ,2300 ,832 ,594 ,903 ,577 ,771 ,585 ,874 ,746 ,786 ,775 ,772 ,622 ,999 ,671 ,864 ,909 ,1722 ,1048 ,1976 ,1105 ,862 ,1245 ,538 ,604 ,438 ,825 ,238 ,499 ,101 ,433 ,30 ,92 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경부선,275 ,두정,732 ,3 ,2853 ,560 ,6242 ,1748 ,8845 ,4105 ,8159 ,5253 ,5598 ,5054 ,5691 ,4279 ,5840 ,4822 ,5351 ,6581 ,6129 ,6166 ,6167 ,5829 ,6230 ,6278 ,6718 ,6530 ,8344 ,8635 ,8743 ,11494 ,5130 ,9155 ,4116 ,7554 ,3654 ,6149 ,2651 ,5222 ,1278 ,3967 ,19 ,920 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경부선,276 ,천안,1176 ,3 ,1760 ,419 ,3463 ,2261 ,5932 ,3459 ,5236 ,5965 ,6595 ,6351 ,6416 ,6829 ,7752 ,7675 ,7523 ,8454 ,8445 ,9705 ,8700 ,7968 ,9389 ,10294 ,9034 ,8181 ,9623 ,9128 ,8980 ,10500 ,6429 ,7575 ,5047 ,6068 ,3604 ,3867 ,1915 ,3208 ,924 ,2067 ,9 ,1293 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경부선,277 ,당정,6 ,0 ,2328 ,875 ,7863 ,2412 ,18693 ,6418 ,16238 ,11471 ,8345 ,4436 ,6176 ,3040 ,6296 ,3351 ,6610 ,3680 ,6435 ,4317 ,5744 ,4421 ,6229 ,5195 ,6268 ,6697 ,7789 ,8962 ,10792 ,14608 ,4622 ,14246 ,3579 ,9676 ,3117 ,9190 ,1966 ,7997 ,549 ,3205 ,28 ,286 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경부선,278 ,서동탄,0 ,0 ,854 ,9 ,3359 ,414 ,7872 ,1225 ,3272 ,1409 ,1713 ,613 ,1417 ,573 ,1493 ,761 ,1513 ,989 ,1313 ,1078 ,1329 ,1128 ,1411 ,1740 ,1448 ,1633 ,1564 ,2434 ,1967 ,3341 ,814 ,4421 ,668 ,2368 ,512 ,1743 ,406 ,1817 ,93 ,1007 ,3 ,507 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경부선,279 ,광명,0 ,0 ,3 ,1305 ,2199 ,2931 ,9630 ,3182 ,7731 ,3211 ,3745 ,2952 ,3670 ,2182 ,2732 ,1603 ,3220 ,4273 ,2828 ,75 ,2606 ,4829 ,5392 ,2313 ,1961 ,3249 ,5278 ,3828 ,5669 ,8858 ,5138 ,5984 ,1538 ,2983 ,3578 ,2538 ,1713 ,2184 ,369 ,1099 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경인선,293 ,개봉,683 ,3 ,13134 ,3972 ,26827 ,9353 ,68530 ,11424 ,64878 ,18705 ,38030 ,14890 ,26399 ,12397 ,24355 ,14760 ,26069 ,17468 ,24696 ,18358 ,22344 ,21485 ,21207 ,24994 ,23017 ,31416 ,23918 ,45830 ,23371 ,74883 ,13251 ,59362 ,11161 ,33653 ,10099 ,37026 ,6021 ,24190 ,1762 ,9650 ,21 ,673 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경인선,294 ,오류동,223 ,1 ,8853 ,1416 ,13201 ,3809 ,37635 ,4869 ,39540 ,8434 ,20784 ,7650 ,14842 ,7649 ,14233 ,8268 ,15258 ,9568 ,14170 ,10316 ,12301 ,12016 ,11943 ,13592 ,12493 ,16239 ,12105 ,21287 ,11718 ,35328 ,6616 ,30767 ,5248 ,18889 ,5169 ,18795 ,3242 ,13267 ,923 ,5298 ,15 ,334 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경인선,295 ,역곡,511 ,6 ,19928 ,3054 ,33562 ,8688 ,91502 ,9432 ,89145 ,21252 ,46082 ,17152 ,30912 ,16741 ,28660 ,19173 ,30299 ,21030 ,29002 ,23335 ,25459 ,25023 ,25232 ,27132 ,26816 ,40325 ,28075 ,51958 ,25436 ,87133 ,16362 ,75934 ,14013 ,44857 ,13414 ,45921 ,8342 ,33259 ,2294 ,13823 ,37 ,466 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경인선,296 ,부천,1586 ,8 ,26357 ,3469 ,33540 ,9304 ,81642 ,14362 ,82322 ,31547 ,45101 ,30126 ,35276 ,28463 ,36120 ,32877 ,39466 ,39918 ,40214 ,42860 ,39393 ,44314 ,41474 ,45738 ,44021 ,52822 ,45499 ,67183 ,46043 ,95606 ,31317 ,84966 ,30647 ,42204 ,31984 ,44856 ,18230 ,32801 ,4267 ,15617 ,133 ,1654 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경인선,297 ,송내,911 ,5 ,11733 ,5804 ,28090 ,11435 ,82376 ,22374 ,69516 ,56957 ,36860 ,32903 ,26567 ,16688 ,28406 ,17414 ,28440 ,19506 ,26885 ,21986 ,24828 ,21747 ,25579 ,23332 ,28740 ,30004 ,32828 ,42759 ,56157 ,69337 ,25171 ,67639 ,17757 ,38265 ,17733 ,37837 ,10812 ,30881 ,3313 ,11709 ,293 ,1273 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경인선,298 ,부평,5624 ,22 ,15156 ,3326 ,27156 ,8569 ,64159 ,14252 ,61073 ,26477 ,34109 ,31095 ,29222 ,26679 ,32372 ,35727 ,36249 ,41943 ,37147 ,49958 ,37756 ,51732 ,40913 ,54157 ,45734 ,60581 ,49942 ,70000 ,48061 ,98322 ,35733 ,73046 ,39319 ,38434 ,47897 ,37958 ,27739 ,29649 ,5914 ,13220 ,577 ,2486 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경인선,299 ,백운,25 ,1 ,5496 ,1289 ,10273 ,3121 ,21300 ,3000 ,19208 ,6242 ,11439 ,5282 ,8910 ,4432 ,9085 ,5572 ,9134 ,6518 ,8845 ,6630 ,7590 ,6980 ,7300 ,8446 ,7913 ,9543 ,8602 ,12418 ,7329 ,20009 ,4028 ,17682 ,2988 ,11239 ,2969 ,11513 ,1650 ,9006 ,722 ,4095 ,78 ,619 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경인선,300 ,동암,259 ,5 ,14693 ,3757 ,22193 ,8396 ,40772 ,10755 ,37932 ,14122 ,24597 ,10295 ,18350 ,10617 ,17512 ,12662 ,18730 ,13866 ,18332 ,14725 ,16897 ,15139 ,16017 ,18718 ,18282 ,22110 ,20612 ,30818 ,19021 ,41411 ,11466 ,37761 ,9746 ,25439 ,9764 ,25815 ,5842 ,19826 ,2013 ,9399 ,80 ,1051 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경인선,301 ,주안,778 ,30 ,9687 ,2556 ,19234 ,6965 ,47917 ,13303 ,39994 ,21710 ,25633 ,16310 ,19899 ,12576 ,21117 ,12853 ,23537 ,16265 ,23085 ,16232 ,21767 ,18026 ,22556 ,17843 ,24596 ,23965 ,28930 ,28935 ,29286 ,42694 ,16653 ,45019 ,15939 ,26055 ,16064 ,25426 ,9599 ,20619 ,2769 ,11621 ,135 ,1067 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경인선,302 ,제물포,526 ,5 ,5480 ,1036 ,10222 ,3198 ,28279 ,6963 ,23958 ,17045 ,13862 ,9818 ,11831 ,7467 ,12087 ,6780 ,12689 ,8891 ,12292 ,9530 ,11434 ,9632 ,11464 ,9570 ,12570 ,12584 ,14899 ,15530 ,17440 ,22092 ,6927 ,22169 ,4943 ,13986 ,4327 ,15191 ,2703 ,11239 ,943 ,6376 ,10 ,918 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경인선,303 ,동인천,1261 ,2 ,5474 ,1978 ,11527 ,8417 ,29973 ,16093 ,23312 ,22685 ,15428 ,11681 ,14344 ,12841 ,16000 ,14775 ,17171 ,15927 ,18068 ,16827 ,17930 ,16821 ,19575 ,15575 ,21513 ,18516 ,27559 ,20181 ,29594 ,25609 ,13473 ,26418 ,11038 ,15671 ,9352 ,14539 ,4544 ,12506 ,1188 ,5988 ,2 ,1033 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경인선,304 ,인천,127 ,0 ,962 ,753 ,2269 ,2577 ,4081 ,3525 ,3368 ,5611 ,2289 ,2582 ,2348 ,3135 ,3135 ,5579 ,4395 ,7124 ,5529 ,6917 ,6716 ,7099 ,7750 ,5782 ,8572 ,4019 ,10856 ,3428 ,10027 ,2564 ,5085 ,1812 ,4333 ,1449 ,3085 ,1590 ,1182 ,1105 ,305 ,574 ,3 ,286 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경인선,305 ,구일,151 ,6 ,3089 ,1096 ,6749 ,2140 ,20298 ,4333 ,18415 ,8160 ,9351 ,4544 ,6990 ,3457 ,6874 ,3909 ,6921 ,4447 ,7029 ,5372 ,6530 ,5643 ,6326 ,7137 ,7025 ,7957 ,7276 ,10579 ,8327 ,20966 ,3722 ,17502 ,2949 ,9331 ,2870 ,10379 ,1747 ,6675 ,441 ,2457 ,7 ,149 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경인선,306 ,소사,757 ,19 ,12770 ,1919 ,12924 ,4312 ,27673 ,5418 ,24760 ,8052 ,15344 ,6607 ,12965 ,6683 ,11380 ,7709 ,11742 ,8687 ,11036 ,9365 ,9757 ,9621 ,9566 ,9896 ,9805 ,13215 ,10421 ,17424 ,9437 ,23951 ,5476 ,22589 ,4037 ,12802 ,3502 ,13965 ,2379 ,10544 ,820 ,5068 ,46 ,549 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경인선,307 ,부개,1147 ,13 ,6904 ,1730 ,12181 ,3445 ,29240 ,3904 ,23216 ,7232 ,13575 ,5196 ,10294 ,4677 ,9908 ,5957 ,10267 ,6877 ,10013 ,7793 ,8692 ,7751 ,8028 ,9261 ,8850 ,11711 ,9537 ,14287 ,8761 ,24667 ,4632 ,20085 ,3427 ,12520 ,3386 ,12539 ,2224 ,10093 ,764 ,4338 ,71 ,615 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경인선,308 ,간석,239 ,4 ,3748 ,829 ,8316 ,2124 ,17429 ,2893 ,14445 ,5684 ,8626 ,4131 ,6749 ,3369 ,6450 ,4609 ,6799 ,5131 ,6730 ,5361 ,6382 ,5838 ,6383 ,6344 ,6569 ,7662 ,6994 ,10372 ,6933 ,14306 ,3666 ,14413 ,3323 ,8493 ,3244 ,8403 ,1936 ,6502 ,678 ,3540 ,44 ,500 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경인선,309 ,도원,386 ,2 ,1600 ,507 ,2268 ,1315 ,4579 ,2267 ,4449 ,7399 ,3311 ,3333 ,3451 ,3127 ,3948 ,2789 ,4340 ,3085 ,3837 ,3352 ,3753 ,3741 ,3577 ,3790 ,3940 ,4118 ,4579 ,4324 ,5494 ,4549 ,1802 ,4020 ,1424 ,2768 ,1299 ,2728 ,694 ,1848 ,230 ,1208 ,4 ,306 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경인선,310 ,온수(성공회대입구),108 ,4 ,4052 ,911 ,6099 ,2775 ,16989 ,4210 ,17159 ,8885 ,9972 ,4742 ,8237 ,4499 ,7890 ,4365 ,8752 ,5635 ,8311 ,6047 ,7489 ,6213 ,7136 ,6917 ,7842 ,8976 ,7921 ,10701 ,8235 ,17908 ,4322 ,15676 ,2877 ,9113 ,3104 ,9557 ,1960 ,6933 ,663 ,2559 ,13 ,254 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경인선,311 ,중동,531 ,12 ,7877 ,963 ,12846 ,3211 ,32512 ,4464 ,25058 ,9030 ,13483 ,6111 ,10500 ,5738 ,10037 ,6483 ,10667 ,8068 ,10345 ,8076 ,9267 ,9029 ,8840 ,9415 ,9124 ,11959 ,9544 ,15414 ,10033 ,24030 ,5546 ,23522 ,4163 ,13273 ,3887 ,13181 ,2316 ,10554 ,790 ,4454 ,50 ,680 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경인선,312 ,도화,175 ,0 ,3171 ,445 ,5222 ,1409 ,12415 ,3126 ,10318 ,4964 ,6397 ,2708 ,5148 ,2823 ,5130 ,3105 ,5474 ,3787 ,5211 ,3754 ,4780 ,4344 ,4640 ,4369 ,4727 ,5962 ,5202 ,6556 ,5356 ,8742 ,2429 ,8931 ,1825 ,5543 ,1402 ,5458 ,984 ,4130 ,362 ,2599 ,12 ,461 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,128 ,이촌(국립중앙박물관),62 ,1 ,855 ,464 ,2408 ,1549 ,5526 ,3251 ,6406 ,6569 ,5218 ,3952 ,4199 ,2547 ,4442 ,2552 ,4841 ,2884 ,5158 ,3321 ,4883 ,2960 ,5529 ,3687 ,6303 ,3829 ,7735 ,4749 ,7846 ,6063 ,4220 ,4998 ,3224 ,3590 ,3274 ,3925 ,1480 ,2812 ,349 ,1124 ,7 ,250 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,129 ,서빙고,19 ,0 ,647 ,568 ,1673 ,2355 ,2385 ,3314 ,2002 ,6368 ,2042 ,2415 ,1734 ,1454 ,1816 ,1277 ,2022 ,1426 ,2333 ,1633 ,2122 ,1546 ,2529 ,1910 ,3383 ,1819 ,4957 ,1986 ,5060 ,2917 ,2248 ,2245 ,1484 ,1279 ,1242 ,1652 ,651 ,1055 ,154 ,448 ,15 ,119 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,130 ,한남,59 ,0 ,1239 ,478 ,1892 ,2796 ,3373 ,7674 ,4546 ,10578 ,3548 ,9007 ,3559 ,4388 ,3770 ,3572 ,4020 ,3785 ,4011 ,4163 ,4564 ,3948 ,5786 ,4029 ,6597 ,4670 ,10713 ,5374 ,11615 ,5633 ,5668 ,4562 ,4265 ,2166 ,4798 ,3063 ,3287 ,1940 ,607 ,883 ,6 ,273 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,131 ,옥수,0 ,0 ,0 ,9 ,0 ,42 ,22 ,15 ,97 ,184 ,56 ,13 ,44 ,96 ,22 ,130 ,9 ,71 ,18 ,17 ,22 ,11 ,6 ,21 ,232 ,25 ,245 ,41 ,35 ,19 ,282 ,12 ,34 ,13 ,42 ,27 ,8 ,13 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,132 ,응봉,88 ,0 ,910 ,238 ,1959 ,854 ,5022 ,1315 ,5256 ,1664 ,3548 ,1109 ,2451 ,1014 ,2080 ,1062 ,2197 ,1315 ,2296 ,1687 ,1971 ,1873 ,2103 ,2057 ,2299 ,2668 ,2250 ,3098 ,2190 ,3974 ,1221 ,4181 ,972 ,2032 ,842 ,2052 ,570 ,1710 ,185 ,651 ,5 ,170 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,133 ,왕십리(성동구청),590 ,0 ,3643 ,663 ,6124 ,3121 ,17889 ,7315 ,30084 ,14791 ,19828 ,10870 ,11600 ,11723 ,11586 ,13215 ,13877 ,16654 ,15426 ,17962 ,15879 ,18807 ,17511 ,20788 ,19041 ,24817 ,21390 ,32710 ,22328 ,48461 ,16672 ,35060 ,19710 ,19536 ,22368 ,19050 ,11581 ,13938 ,2295 ,5058 ,46 ,1915 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,134 ,청량리(서울시립대입구),842 ,4 ,4263 ,1014 ,5895 ,7348 ,20726 ,9699 ,28150 ,15966 ,15843 ,21353 ,19476 ,22831 ,16799 ,25294 ,20468 ,24085 ,25046 ,25135 ,23520 ,27320 ,25702 ,26448 ,25829 ,25370 ,23397 ,23213 ,25698 ,35047 ,16273 ,26432 ,19168 ,13896 ,11523 ,15113 ,5689 ,8612 ,2322 ,3386 ,17 ,1223 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,136 ,외대앞,391 ,4 ,3656 ,889 ,5826 ,2554 ,13132 ,2648 ,16557 ,7615 ,9879 ,7370 ,8469 ,6499 ,8627 ,6488 ,9521 ,7166 ,9612 ,7731 ,9719 ,8387 ,9997 ,9820 ,11035 ,10721 ,10633 ,13384 ,8971 ,18040 ,5796 ,15134 ,5258 ,9549 ,5456 ,10383 ,3330 ,8113 ,951 ,3747 ,39 ,515 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,137 ,신이문,900 ,10 ,6925 ,865 ,10674 ,1809 ,26888 ,3273 ,29747 ,6041 ,16743 ,3916 ,11997 ,4358 ,10990 ,5660 ,10911 ,6946 ,10930 ,7096 ,9587 ,8559 ,8669 ,10893 ,7788 ,12759 ,7306 ,16536 ,6693 ,25091 ,4343 ,21121 ,2760 ,13306 ,2554 ,12904 ,1676 ,9850 ,590 ,3986 ,44 ,450 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,138 ,석계,886 ,17 ,4595 ,1313 ,7771 ,2936 ,17987 ,3693 ,21406 ,6427 ,14564 ,5162 ,12119 ,5879 ,10942 ,6629 ,11409 ,8153 ,10938 ,8798 ,10181 ,10026 ,9718 ,13253 ,8706 ,15776 ,9276 ,20064 ,8561 ,29570 ,6059 ,22430 ,5306 ,14113 ,5614 ,14300 ,3028 ,9617 ,743 ,4000 ,35 ,557 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,139 ,광운대,1466 ,2 ,4565 ,825 ,9790 ,1934 ,23611 ,3363 ,23449 ,7319 ,12477 ,6691 ,9504 ,5951 ,8538 ,6308 ,9639 ,7229 ,9291 ,7503 ,8967 ,8404 ,8412 ,9779 ,8605 ,10954 ,8543 ,13509 ,7942 ,20052 ,4460 ,18582 ,3950 ,11184 ,3973 ,10865 ,2375 ,8517 ,931 ,5234 ,42 ,1602 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,140 ,월계,372 ,0 ,3666 ,930 ,6503 ,1706 ,17229 ,3154 ,15983 ,6235 ,10269 ,4473 ,8698 ,3968 ,8130 ,4758 ,8816 ,6234 ,8022 ,6406 ,7733 ,6245 ,7158 ,7960 ,7601 ,9836 ,6827 ,11096 ,6782 ,14979 ,3782 ,14879 ,2970 ,7624 ,2855 ,8060 ,1438 ,6623 ,508 ,2669 ,34 ,474 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,141 ,녹천,707 ,11 ,3359 ,556 ,5645 ,1120 ,16309 ,2096 ,13255 ,3543 ,8565 ,2034 ,6302 ,2436 ,5689 ,3009 ,7224 ,3921 ,6070 ,3994 ,4680 ,4054 ,4683 ,5155 ,4666 ,6202 ,4550 ,7187 ,3760 ,10985 ,2770 ,10874 ,1548 ,6270 ,1525 ,6411 ,863 ,4827 ,367 ,2310 ,40 ,321 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,142 ,창동,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,1 ,0 ,1 ,0 ,2 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,358 ,방학,345 ,2 ,8293 ,1338 ,11183 ,3997 ,22493 ,6097 ,21296 ,14756 ,13772 ,8279 ,12780 ,8039 ,11693 ,7742 ,12916 ,9573 ,12498 ,9583 ,11397 ,10862 ,11380 ,13420 ,11418 ,15535 ,11849 ,15465 ,14175 ,23657 ,7321 ,20315 ,5489 ,11525 ,4775 ,11790 ,2862 ,8008 ,911 ,3895 ,75 ,1095 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,359 ,도봉,150 ,5 ,5199 ,854 ,6772 ,2351 ,14467 ,2983 ,14321 ,7493 ,9662 ,5457 ,8176 ,5759 ,7813 ,5273 ,7706 ,6367 ,8373 ,6637 ,8298 ,7117 ,7735 ,8488 ,7140 ,9229 ,7670 ,9674 ,8327 ,13705 ,3703 ,12448 ,2407 ,7373 ,2264 ,7303 ,1366 ,5462 ,442 ,2432 ,56 ,620 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,360 ,도봉산,65 ,3 ,4881 ,543 ,6952 ,1462 ,17576 ,2422 ,16308 ,4689 ,10422 ,8173 ,9354 ,13844 ,9621 ,11641 ,11583 ,12621 ,14235 ,10557 ,17561 ,9119 ,19486 ,8329 ,19237 ,7376 ,14713 ,6340 ,11121 ,7821 ,5726 ,6823 ,3489 ,4131 ,2572 ,4277 ,1355 ,3424 ,350 ,1622 ,30 ,499 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,361 ,망월사,167 ,6 ,5716 ,727 ,9158 ,2417 ,19170 ,2777 ,18978 ,7125 ,11782 ,6344 ,9425 ,5849 ,9044 ,5764 ,9046 ,7561 ,9229 ,7099 ,8235 ,8523 ,8007 ,9293 ,8239 ,11580 ,7936 ,13024 ,7650 ,18643 ,3703 ,18614 ,3102 ,10558 ,2640 ,10613 ,1792 ,7999 ,583 ,3624 ,50 ,853 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,362 ,회룡,564 ,13 ,10423 ,1683 ,19578 ,4305 ,41627 ,5700 ,34160 ,8501 ,21061 ,8690 ,16970 ,8847 ,16247 ,8944 ,16514 ,11635 ,15640 ,12732 ,13838 ,14446 ,12840 ,16253 ,11915 ,20212 ,11637 ,23224 ,9649 ,32351 ,5871 ,33614 ,4912 ,18381 ,4597 ,18626 ,2567 ,13454 ,574 ,6188 ,62 ,1452 ,0 ,0 ,0 ,0 ,0 ,0 
