사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
44228 ,2호선,51 ,이대,23 ,0 ,1836 ,1001 ,4669 ,7928 ,14187 ,8372 ,19277 ,22377 ,12291 ,20388 ,9303 ,15736 ,11213 ,13897 ,13381 ,14864 ,14574 ,17199 ,14949 ,15543 ,16428 ,15149 ,21623 ,15026 ,26495 ,17036 ,24763 ,23524 ,14414 ,17664 ,12599 ,11205 ,12507 ,13128 ,7132 ,9801 ,1847 ,4340 ,0 ,16 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,2호선,52 ,아현,28 ,0 ,3540 ,857 ,8093 ,5646 ,20151 ,6223 ,27934 ,13204 ,16474 ,10086 ,12027 ,7574 ,12223 ,7792 ,12902 ,8455 ,12601 ,9720 ,11569 ,10326 ,12043 ,11979 ,14309 ,12927 ,14190 ,17048 ,14985 ,25711 ,8673 ,20136 ,6155 ,13054 ,5623 ,15821 ,2930 ,10946 ,785 ,4319 ,0 ,6 ,1 ,1 ,0 ,0 ,0 ,0 
44228 ,2호선,53 ,충정로(경기대입구),25 ,1 ,2407 ,705 ,4752 ,4316 ,11507 ,14005 ,16233 ,45742 ,10849 ,21645 ,8526 ,9465 ,8958 ,7618 ,9608 ,7374 ,10011 ,8991 ,10293 ,8438 ,10874 ,8689 ,12240 ,9384 ,18973 ,12149 ,37007 ,16532 ,12070 ,12100 ,7900 ,8302 ,8626 ,10164 ,4873 ,6829 ,781 ,2595 ,1 ,50 ,1 ,2 ,0 ,0 ,0 ,0 
44228 ,2호선,54 ,용답,0 ,0 ,1936 ,181 ,2148 ,687 ,4856 ,1351 ,9487 ,2193 ,4869 ,1518 ,3160 ,1573 ,3097 ,1885 ,3440 ,2253 ,3489 ,2477 ,3495 ,2892 ,3052 ,3439 ,3447 ,4346 ,3179 ,5009 ,2795 ,7869 ,1516 ,5563 ,997 ,3405 ,951 ,5163 ,684 ,3538 ,225 ,1372 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,2호선,55 ,신답,4 ,0 ,781 ,66 ,1155 ,471 ,4618 ,706 ,7661 ,1452 ,3181 ,842 ,1813 ,692 ,1674 ,1006 ,1658 ,1162 ,1576 ,1255 ,1541 ,1453 ,1435 ,2018 ,1403 ,2518 ,1526 ,3373 ,1715 ,7164 ,701 ,5706 ,457 ,2556 ,417 ,3324 ,356 ,2041 ,73 ,917 ,0 ,16 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,2호선,56 ,신설동,10 ,1 ,854 ,305 ,901 ,1803 ,2644 ,4702 ,4675 ,11273 ,3167 ,6907 ,3012 ,5084 ,3853 ,5529 ,4566 ,5646 ,5280 ,6048 ,6536 ,5501 ,7387 ,4834 ,8104 ,3802 ,9386 ,3979 ,9386 ,4536 ,3896 ,3282 ,2452 ,2046 ,2173 ,2089 ,1179 ,1532 ,239 ,695 ,1 ,123 ,1 ,1 ,0 ,0 ,0 ,0 
44228 ,2호선,57 ,도림천,0 ,0 ,198 ,275 ,849 ,718 ,2305 ,2507 ,2883 ,4924 ,1486 ,2000 ,1732 ,1352 ,1568 ,1150 ,2263 ,1660 ,1386 ,1303 ,1818 ,1596 ,1875 ,1324 ,2433 ,1630 ,2529 ,1830 ,3124 ,2279 ,1794 ,2190 ,742 ,1264 ,860 ,1533 ,318 ,972 ,122 ,459 ,1 ,25 ,1 ,1 ,0 ,1 ,0 ,0 
44228 ,2호선,58 ,양천구청,3 ,0 ,3378 ,750 ,8320 ,1756 ,24405 ,3701 ,21944 ,8078 ,12037 ,3999 ,8236 ,3477 ,7775 ,3990 ,7968 ,5019 ,7651 ,5889 ,6744 ,5919 ,6300 ,7734 ,6751 ,9230 ,6894 ,13643 ,7091 ,22886 ,3013 ,21128 ,2247 ,11363 ,2278 ,12306 ,1544 ,9183 ,369 ,4440 ,1 ,296 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,2호선,59 ,신정네거리,28 ,0 ,5757 ,983 ,11753 ,3057 ,35593 ,4079 ,33547 ,9583 ,17573 ,6777 ,11983 ,5602 ,11156 ,7146 ,11548 ,7989 ,11111 ,9411 ,10240 ,9611 ,10078 ,12322 ,10852 ,14870 ,11237 ,20552 ,9632 ,36076 ,5397 ,29935 ,4527 ,15248 ,3986 ,16534 ,2576 ,12228 ,628 ,5214 ,2 ,240 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,2호선,60 ,용두(동대문구청),26 ,0 ,878 ,134 ,1181 ,597 ,3844 ,1711 ,6176 ,5340 ,3315 ,2701 ,2636 ,2649 ,2953 ,2829 ,3244 ,2672 ,3189 ,3263 ,3620 ,3684 ,3874 ,3691 ,3919 ,3243 ,3876 ,3556 ,4869 ,5988 ,2036 ,4608 ,1328 ,2209 ,1109 ,2808 ,608 ,1523 ,150 ,814 ,0 ,11 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,61 ,지축,2 ,0 ,1200 ,309 ,4409 ,1957 ,13479 ,1932 ,13442 ,2588 ,6172 ,1698 ,4404 ,1690 ,4348 ,2110 ,4318 ,2638 ,4364 ,2776 ,3803 ,3118 ,4094 ,3703 ,4710 ,4782 ,4340 ,5977 ,2936 ,12262 ,1463 ,10341 ,907 ,6632 ,802 ,6827 ,615 ,5227 ,252 ,1570 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,62 ,구파발,105 ,2 ,7029 ,1139 ,21335 ,6389 ,62052 ,15486 ,61811 ,22483 ,31662 ,21563 ,21523 ,20326 ,21723 ,17349 ,23540 ,19792 ,22479 ,20347 ,22809 ,21990 ,25537 ,21630 ,27597 ,23918 ,28231 ,30285 ,24053 ,52642 ,14589 ,47408 ,12030 ,26548 ,11158 ,28361 ,6582 ,18888 ,1248 ,10201 ,8 ,1326 ,1 ,8 ,1 ,1 ,0 ,0 
44228 ,3호선,63 ,연신내,223 ,3 ,19106 ,1236 ,38095 ,8466 ,99835 ,12650 ,124850 ,25820 ,67841 ,26266 ,45879 ,26573 ,43307 ,30121 ,47941 ,32586 ,46209 ,36968 ,43895 ,38635 ,42377 ,47910 ,43667 ,54914 ,42443 ,69708 ,39154 ,108446 ,26606 ,100317 ,24083 ,53272 ,25789 ,58648 ,13855 ,42499 ,2556 ,20622 ,0 ,1050 ,1 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,64 ,불광,7 ,1 ,6716 ,833 ,13625 ,4267 ,37045 ,7502 ,46806 ,24506 ,26836 ,24340 ,18843 ,21321 ,18163 ,18810 ,19686 ,19238 ,20447 ,20883 ,21137 ,21436 ,21764 ,23351 ,21994 ,25393 ,22410 ,30770 ,24097 ,45075 ,13956 ,38785 ,11317 ,22121 ,9978 ,21940 ,5235 ,16452 ,1116 ,7001 ,1 ,165 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,65 ,녹번,10 ,2 ,6940 ,505 ,17687 ,4281 ,47215 ,6111 ,57516 ,14366 ,30751 ,7272 ,19365 ,6897 ,15590 ,7541 ,16201 ,8796 ,15890 ,9769 ,13698 ,11003 ,12460 ,13352 ,13320 ,17729 ,13964 ,24547 ,14956 ,44289 ,7026 ,40418 ,5104 ,23245 ,5133 ,24898 ,2887 ,17837 ,629 ,6814 ,0 ,11 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,66 ,홍제,39 ,3 ,6694 ,1079 ,16506 ,7250 ,43682 ,8558 ,54153 ,17922 ,32049 ,12471 ,22479 ,12406 ,20950 ,12747 ,22332 ,14641 ,21477 ,15760 ,20348 ,17766 ,19919 ,20957 ,20647 ,24695 ,21694 ,30395 ,19917 ,48377 ,10590 ,41935 ,8861 ,23540 ,7553 ,25648 ,3967 ,17299 ,849 ,7207 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,67 ,무악재,12 ,0 ,1254 ,231 ,3608 ,1908 ,10533 ,2214 ,13261 ,4473 ,7634 ,2448 ,5291 ,2612 ,4734 ,2810 ,4848 ,3216 ,4595 ,3407 ,4274 ,3812 ,3746 ,4508 ,4478 ,5275 ,4629 ,6880 ,5055 ,12148 ,2319 ,10721 ,1775 ,6460 ,1784 ,7069 ,1002 ,5164 ,260 ,2105 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,68 ,독립문,92 ,2 ,3954 ,493 ,4036 ,3877 ,10886 ,8692 ,14323 ,16304 ,10626 ,9964 ,8964 ,9876 ,9031 ,8415 ,10086 ,8473 ,9871 ,9493 ,10472 ,8456 ,10577 ,8858 ,10555 ,8966 ,11397 ,10609 ,12678 ,13658 ,5741 ,11250 ,3959 ,6947 ,3429 ,7729 ,2242 ,5234 ,397 ,2179 ,0 ,1248 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,69 ,경복궁(정부서울청사),61 ,0 ,1805 ,1132 ,3767 ,10051 ,9751 ,28351 ,14946 ,81382 ,14130 ,38592 ,11015 ,23650 ,12370 ,23026 ,14293 ,24269 ,18014 ,26082 ,21308 ,23837 ,26973 ,19656 ,33423 ,18896 ,47106 ,19782 ,74089 ,22097 ,31104 ,14348 ,26268 ,8004 ,28020 ,9222 ,12985 ,6542 ,1775 ,2631 ,6 ,74 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,70 ,안국,10 ,0 ,1291 ,1085 ,2220 ,13472 ,4314 ,57680 ,6363 ,75305 ,5744 ,42134 ,6676 ,25250 ,9765 ,26173 ,13461 ,25593 ,15287 ,28268 ,19375 ,27471 ,24899 ,21597 ,32899 ,18274 ,69851 ,15444 ,82443 ,13534 ,34221 ,7024 ,26288 ,3769 ,25444 ,4109 ,10358 ,2864 ,1538 ,1211 ,0 ,19 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,71 ,종로3가,6 ,0 ,354 ,721 ,837 ,4333 ,1171 ,10963 ,1635 ,34530 ,2403 ,35083 ,3897 ,23487 ,5461 ,18174 ,6664 ,17665 ,8001 ,17895 ,9938 ,17142 ,12193 ,14637 ,15534 ,12555 ,23828 ,11220 ,41496 ,9816 ,25438 ,4634 ,14895 ,2026 ,15523 ,1898 ,7636 ,1259 ,1461 ,736 ,4 ,95 ,0 ,1 ,0 ,0 ,0 ,0 
44228 ,3호선,72 ,을지로3가,3 ,0 ,377 ,665 ,715 ,5890 ,1485 ,25167 ,2157 ,60279 ,2977 ,27334 ,3670 ,12404 ,5077 ,9694 ,6018 ,9543 ,7721 ,10127 ,9611 ,9089 ,11672 ,9014 ,14500 ,8213 ,27975 ,9006 ,52038 ,9195 ,22497 ,4196 ,15124 ,1728 ,16265 ,1643 ,8819 ,1038 ,1264 ,517 ,1 ,54 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,73 ,충무로,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,74 ,동대입구,21 ,1 ,1179 ,745 ,1693 ,7619 ,3853 ,10372 ,5375 ,36669 ,4324 ,17199 ,3851 ,11039 ,4490 ,9504 ,5640 ,9015 ,6303 ,9437 ,7927 ,8682 ,9827 ,6821 ,13664 ,6554 ,26375 ,7125 ,24980 ,8137 ,11384 ,5453 ,7904 ,3145 ,9193 ,4191 ,6567 ,2940 ,970 ,1193 ,0 ,148 ,0 ,0 ,1 ,0 ,0 ,0 
44228 ,3호선,75 ,약수,80 ,0 ,4494 ,649 ,7555 ,4113 ,17143 ,8933 ,29834 ,25974 ,20173 ,16159 ,14451 ,11475 ,14040 ,11463 ,15795 ,12154 ,15974 ,12448 ,15472 ,13682 ,15532 ,14490 ,15954 ,17233 ,19757 ,22085 ,25925 ,32418 ,13793 ,22090 ,12319 ,14257 ,12727 ,15748 ,7027 ,10978 ,1386 ,4073 ,2 ,722 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,76 ,금호,37 ,22 ,3573 ,426 ,7505 ,2234 ,19448 ,3762 ,27413 ,6939 ,17427 ,5773 ,10986 ,5152 ,9667 ,5647 ,10215 ,6809 ,10410 ,7499 ,9052 ,8293 ,8894 ,10516 ,9302 ,11368 ,9491 ,16498 ,9388 ,24741 ,5720 ,19033 ,4722 ,12352 ,4670 ,13063 ,2740 ,9041 ,551 ,2842 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
44228 ,3호선,77 ,옥수,161 ,15 ,2054 ,788 ,6514 ,3260 ,16075 ,6243 ,23304 ,12143 ,15690 ,8973 ,10823 ,7234 ,10685 ,7876 ,11358 ,9285 ,12411 ,10532 ,12049 ,10559 ,11897 ,12111 ,12655 ,13914 ,14116 ,18721 ,14326 ,26984 ,8871 ,20575 ,7072 ,13339 ,6877 ,14882 ,3870 ,10202 ,930 ,3243 ,7 ,243 ,1 ,2 ,0 ,0 ,0 ,0 
44228 ,3호선,78 ,압구정,48 ,1 ,2122 ,1582 ,5727 ,16819 ,11263 ,33970 ,17470 ,107167 ,14298 ,132449 ,18126 ,61425 ,24213 ,47497 ,28694 ,41905 ,31601 ,47025 ,38516 ,43527 ,46223 ,38138 ,55626 ,38217 ,76658 ,41833 ,109236 ,45171 ,80630 ,24178 ,66445 ,11145 ,55688 ,10490 ,28000 ,6984 ,3029 ,2400 ,5 ,498 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,79 ,신사,11 ,1 ,1881 ,1208 ,4057 ,15432 ,7494 ,34564 ,13436 ,89123 ,10731 ,112357 ,14449 ,55987 ,20047 ,41532 ,23889 ,43773 ,27971 ,48418 ,34558 ,48306 ,43767 ,45072 ,53920 ,44236 ,74845 ,45722 ,115360 ,52689 ,83098 ,25489 ,63700 ,10108 ,76112 ,8980 ,38460 ,6056 ,3904 ,2661 ,0 ,48 ,1 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,80 ,잠원,0 ,0 ,767 ,360 ,3222 ,3655 ,8036 ,5039 ,11124 ,7714 ,7634 ,5644 ,5158 ,3552 ,5138 ,4165 ,5896 ,4644 ,6009 ,5485 ,5379 ,5029 ,5939 ,5426 ,7235 ,6060 ,8444 ,8125 ,8161 ,11699 ,4989 ,8321 ,3508 ,4841 ,3979 ,6589 ,1844 ,4403 ,364 ,1559 ,1 ,0 ,0 ,1 ,1 ,1 ,0 ,0 
44228 ,3호선,81 ,고속터미널,85 ,3 ,3702 ,2415 ,5122 ,22708 ,17580 ,34532 ,30201 ,57022 ,33636 ,74934 ,35523 ,66387 ,45600 ,71131 ,55624 ,69434 ,61404 ,72818 ,67453 ,74544 ,77514 ,76001 ,86973 ,72888 ,100657 ,78077 ,105338 ,86615 ,86806 ,55331 ,98622 ,31282 ,60500 ,27393 ,29957 ,15077 ,6922 ,6203 ,2 ,160 ,1 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,82 ,교대(법원.검찰청),4 ,0 ,817 ,425 ,2506 ,4619 ,5394 ,13457 ,8682 ,38827 ,7134 ,27094 ,7801 ,12299 ,9709 ,8142 ,11336 ,7888 ,14051 ,8418 ,15470 ,8250 ,17759 ,7535 ,19912 ,7703 ,31779 ,9502 ,51213 ,11831 ,22042 ,6663 ,18893 ,3297 ,23091 ,3269 ,13060 ,2259 ,1575 ,991 ,0 ,14 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,83 ,남부터미널(예술의전당),20 ,0 ,2049 ,940 ,5933 ,17341 ,19104 ,44671 ,29396 ,126634 ,24529 ,67490 ,22839 ,39092 ,26794 ,30747 ,30083 ,31448 ,32964 ,36872 ,33533 ,37166 ,39169 ,34409 ,45334 ,34719 ,72281 ,37930 ,113840 ,45267 ,53883 ,30621 ,36601 ,18581 ,34290 ,16907 ,20934 ,9797 ,4030 ,4202 ,0 ,20 ,0 ,2 ,0 ,0 ,0 ,0 
44228 ,3호선,84 ,양재(서초구청),60 ,1 ,3673 ,1881 ,9964 ,29762 ,25027 ,78174 ,34566 ,186855 ,25037 ,98963 ,22064 ,42013 ,25280 ,32014 ,28944 ,30879 ,32017 ,35824 ,35259 ,31745 ,40852 ,31405 ,49637 ,33030 ,92544 ,44360 ,158149 ,55601 ,74116 ,39011 ,50542 ,23817 ,51165 ,24848 ,25439 ,16598 ,3346 ,6140 ,2 ,453 ,1 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,85 ,매봉,5 ,0 ,965 ,396 ,4830 ,6922 ,11372 ,17040 ,14614 ,53272 ,10678 ,32588 ,8422 ,11346 ,8630 ,9148 ,9177 ,8996 ,10716 ,9698 ,11724 ,8639 ,13489 ,9320 ,15927 ,9523 ,28101 ,13219 ,49861 ,17628 ,19769 ,12729 ,13345 ,7092 ,15277 ,7947 ,6759 ,5420 ,1054 ,2080 ,0 ,199 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,86 ,도곡,23 ,4 ,831 ,304 ,2682 ,3527 ,6085 ,9647 ,8175 ,17120 ,5653 ,12923 ,4280 ,6293 ,4708 ,5116 ,5232 ,5288 ,5613 ,5647 ,5981 ,4977 ,6801 ,4737 ,9077 ,4909 ,12717 ,6046 ,14776 ,8299 ,7819 ,6940 ,5149 ,4072 ,5149 ,4796 ,2810 ,3379 ,477 ,1041 ,1 ,527 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,87 ,대치,6 ,0 ,1883 ,674 ,8303 ,6781 ,17123 ,14224 ,18235 ,22048 ,11074 ,16017 ,8790 ,11582 ,9561 ,11303 ,12387 ,13698 ,13168 ,15456 ,12888 ,14142 ,14179 ,13356 ,16277 ,15356 ,22529 ,18358 ,24418 ,20827 ,13802 ,16469 ,11222 ,9864 ,21067 ,10986 ,12060 ,8044 ,1162 ,2800 ,0 ,5 ,0 ,1 ,0 ,0 ,0 ,0 
44228 ,3호선,88 ,학여울,1 ,0 ,312 ,228 ,1340 ,1251 ,2465 ,2453 ,3054 ,5905 ,2004 ,3309 ,1657 ,2276 ,1797 ,1968 ,2218 ,2012 ,2230 ,2336 ,2466 ,2252 ,3056 ,2152 ,3412 ,2068 ,4024 ,2651 ,5459 ,3291 ,2254 ,2499 ,1409 ,1659 ,1494 ,1774 ,697 ,1349 ,108 ,514 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,89 ,대청,52 ,0 ,2683 ,806 ,7604 ,4987 ,18909 ,8313 ,22996 ,20482 ,13109 ,8891 ,10138 ,6136 ,10222 ,6060 ,10082 ,7895 ,10748 ,7512 ,10311 ,8134 ,10884 ,9920 ,13623 ,10528 ,16571 ,14019 ,20440 ,20414 ,8508 ,17308 ,6187 ,11368 ,5545 ,13066 ,3180 ,9149 ,654 ,3679 ,0 ,46 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,90 ,일원,1 ,0 ,1690 ,1161 ,5904 ,6945 ,15917 ,19563 ,16465 ,18455 ,11696 ,14074 ,11347 ,11602 ,12050 ,8859 ,12861 ,10404 ,11819 ,12143 ,12527 ,9966 ,14422 ,9418 ,17591 ,8267 ,25415 ,10279 ,13130 ,14679 ,6731 ,12426 ,4482 ,8352 ,3414 ,10210 ,2469 ,6754 ,524 ,2288 ,0 ,42 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,91 ,수서,181 ,3 ,3486 ,1442 ,8622 ,10556 ,24042 ,21040 ,31077 ,40476 ,20978 ,23491 ,19169 ,16506 ,16635 ,13515 ,20380 ,16553 ,19598 ,16371 ,15749 ,16111 ,22225 ,18830 ,23521 ,20598 ,29943 ,25426 ,38092 ,35953 ,17991 ,28265 ,16868 ,18430 ,11933 ,18378 ,9258 ,13802 ,2267 ,4204 ,1 ,372 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,92 ,가락시장,11 ,0 ,2022 ,481 ,4875 ,4236 ,14072 ,8565 ,16780 ,23471 ,11933 ,12685 ,10043 ,8966 ,10496 ,9206 ,11161 ,9411 ,11412 ,10112 ,11677 ,10626 ,12378 ,11801 ,12865 ,12111 ,15341 ,14367 ,23022 ,18376 ,10243 ,13665 ,7984 ,8639 ,7961 ,8869 ,3957 ,6166 ,706 ,2465 ,2 ,548 ,0 ,1 ,0 ,0 ,0 ,0 
44228 ,3호선,93 ,경찰병원,11 ,1 ,2114 ,130 ,5219 ,2274 ,16326 ,6581 ,20356 ,24969 ,11528 ,11688 ,8874 ,7590 ,7886 ,5516 ,7732 ,6163 ,7848 ,7454 ,7880 ,6677 ,8298 ,7242 ,8031 ,7286 ,11929 ,10497 ,16597 ,16804 ,5814 ,13926 ,4854 ,8329 ,5134 ,8401 ,2437 ,5648 ,350 ,2414 ,0 ,487 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,3호선,94 ,오금,9 ,0 ,2878 ,2 ,5059 ,1859 ,17729 ,4228 ,22875 ,10387 ,11638 ,4539 ,6697 ,3547 ,5851 ,3207 ,6389 ,4134 ,6195 ,4616 ,5158 ,4234 ,5209 ,6063 ,6240 ,6601 ,7646 ,9627 ,8690 ,16125 ,3906 ,12858 ,2858 ,7807 ,2701 ,9012 ,1622 ,7005 ,279 ,2667 ,0 ,701 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,4호선,100 ,수유(강북구청),49 ,4 ,14818 ,2489 ,33831 ,9070 ,84441 ,15197 ,99152 ,43487 ,59464 ,30572 ,41511 ,23982 ,38945 ,25534 ,41724 ,29578 ,41150 ,32726 ,39141 ,35999 ,38494 ,42333 ,40413 ,50699 ,43488 ,62442 ,48084 ,101866 ,28350 ,88653 ,23533 ,51472 ,24721 ,54971 ,14842 ,36954 ,4050 ,18666 ,1 ,29 ,0 ,1 ,0 ,0 ,0 ,0 
44228 ,4호선,101 ,미아(서울사이버대학),29 ,4 ,7960 ,1239 ,15511 ,3630 ,36811 ,7380 ,43083 ,23001 ,26036 ,13817 ,18779 ,11638 ,17463 ,12144 ,18988 ,12996 ,18540 ,14798 ,17554 ,15751 ,16574 ,19695 ,17034 ,21789 ,17948 ,27111 ,21193 ,38844 ,12178 ,33015 ,8481 ,20260 ,7513 ,21971 ,4302 ,14523 ,1199 ,7787 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,4호선,102 ,미아사거리,52 ,0 ,10821 ,1530 ,27735 ,6082 ,69577 ,11385 ,81642 ,25473 ,46610 ,25555 ,32887 ,22031 ,31176 ,23134 ,32483 ,26002 ,33780 ,27764 ,33237 ,30894 ,32859 ,37028 ,34378 ,42287 ,32888 ,53876 ,34647 ,84535 ,24659 ,67725 ,25929 ,38627 ,17825 ,41042 ,9529 ,26587 ,2393 ,11328 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,4호선,103 ,길음,7 ,0 ,6876 ,1467 ,21162 ,6689 ,60176 ,8341 ,67513 ,20703 ,35643 ,15582 ,23788 ,12314 ,21093 ,13329 ,23512 ,15407 ,23247 ,17334 ,20838 ,17682 ,20312 ,21802 ,21260 ,26297 ,23911 ,35663 ,22103 ,61117 ,12915 ,51053 ,10461 ,30393 ,9279 ,32921 ,6127 ,24220 ,1590 ,8791 ,2 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,4호선,104 ,성신여대입구(돈암),22 ,2 ,4055 ,1335 ,12304 ,4429 ,33431 ,11239 ,42457 ,24360 ,26773 ,20041 ,19812 ,17023 ,20600 ,17212 ,23199 ,21262 ,24292 ,23367 ,23741 ,24053 ,25705 ,25976 ,28517 ,29630 ,31345 ,36600 ,34381 ,53621 ,23441 ,40430 ,22746 ,23574 ,27373 ,25705 ,15066 ,18609 ,2926 ,7781 ,2 ,6 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,4호선,105 ,한성대입구(삼선교),36 ,6 ,4863 ,918 ,9164 ,4801 ,23245 ,10742 ,29062 ,19776 ,19923 ,17718 ,14996 ,12634 ,15083 ,12235 ,17124 ,13888 ,16819 ,14804 ,16226 ,14915 ,16830 ,15778 ,20762 ,17854 ,21963 ,22120 ,23347 ,29578 ,12608 ,24923 ,10248 ,15427 ,10518 ,17348 ,6321 ,13059 ,1477 ,6338 ,1 ,1228 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,4호선,106 ,혜화,27 ,0 ,2056 ,2114 ,5103 ,16186 ,12640 ,33725 ,16309 ,92462 ,18760 ,60053 ,23678 ,42287 ,26464 ,36498 ,26890 ,44898 ,28705 ,57439 ,37056 ,52019 ,48360 ,40985 ,59180 ,39226 ,74902 ,44945 ,93212 ,46219 ,50377 ,30780 ,51895 ,13220 ,61397 ,14933 ,39431 ,11248 ,5564 ,5051 ,0 ,108 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,4호선,107 ,동대문,168 ,1 ,4287 ,2062 ,2318 ,10050 ,3780 ,27772 ,4814 ,59196 ,8083 ,52902 ,12099 ,41431 ,17041 ,37519 ,20786 ,31524 ,24392 ,31030 ,31293 ,30424 ,37675 ,24310 ,45323 ,18420 ,66708 ,12619 ,54633 ,9398 ,23791 ,10325 ,17289 ,6924 ,19267 ,4991 ,7103 ,3398 ,1827 ,3793 ,0 ,75 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,4호선,108 ,동대문역사문화공원(DDP),278 ,7 ,5800 ,1015 ,3004 ,8886 ,4657 ,19381 ,5906 ,53023 ,5387 ,28007 ,6061 ,18142 ,8681 ,17526 ,11236 ,16821 ,12933 ,17712 ,17221 ,17677 ,21639 ,14330 ,25573 ,12762 ,39442 ,14179 ,56875 ,13396 ,29899 ,18157 ,23109 ,8086 ,23085 ,6002 ,12384 ,4036 ,3294 ,2794 ,1 ,297 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,4호선,109 ,충무로,33 ,1 ,1947 ,2289 ,3075 ,14436 ,5802 ,41284 ,9469 ,139414 ,9870 ,77737 ,10097 ,36472 ,13142 ,27897 ,16492 ,25607 ,20161 ,26746 ,26045 ,23269 ,30268 ,20136 ,39051 ,19934 ,63119 ,21665 ,113627 ,22622 ,55032 ,13312 ,38046 ,6822 ,40006 ,7685 ,21956 ,5556 ,4194 ,2600 ,0 ,273 ,0 ,0 ,0 ,2 ,0 ,0 
44228 ,4호선,110 ,명동,23 ,0 ,530 ,844 ,1444 ,9044 ,2394 ,28049 ,4144 ,79278 ,5015 ,44936 ,6142 ,25986 ,9607 ,24927 ,12647 ,24010 ,16068 ,25789 ,20665 ,24485 ,26049 ,21337 ,31278 ,18932 ,45254 ,19596 ,79374 ,15330 ,36765 ,8480 ,31850 ,3956 ,25407 ,3471 ,9398 ,2087 ,1228 ,808 ,4 ,107 ,1 ,0 ,0 ,0 ,0 ,0 
